,L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution,log10 Process TTS,log2 Process TTS,N
5207,17,0.8,99,3.0,1.410905,5.855085,1.41351,0.780991,4.873887,0.783143,30,0.6878754559432171,2.285072802881227,231
7115,21,0.8,10,3.0,16.051226,114.885735,16.054126,0.691081,4.874379,0.693677,44,0.6879192940751019,2.2852184300031624,353
7180,21,0.8,75,3.0,19.373101,139.603965,19.376138,0.695924,4.906782,0.698582,44,0.6907967634424652,2.2947771763367846,353
260,19,0.8,14,3.0,1.649755,9.381976,1.652433,0.76079,5.13362,0.763147,37,0.7104237182483667,2.3599765089235927,289
6167,19,0.8,100,3.0,1.717473,11.258519,1.720097,0.76095,5.22021,0.763307,37,0.7176879742679191,2.3841078450833986,289
5192,17,0.8,84,3.0,0.971695,5.613918,0.974088,0.758332,5.257821,0.760595,30,0.7208057966741982,2.3944650269296868,231
5157,17,0.8,49,3.0,1.002855,5.626671,1.00525,0.81644,5.340269,0.818649,30,0.727563133858748,2.4169124151696697,231
5193,17,0.8,85,3.0,1.040103,5.538189,1.042484,0.817319,5.456826,0.819506,30,0.7369401057998892,2.4480620417059176,231
231,17,0.8,26,3.0,1.420781,6.857435,1.423141,0.807095,5.58623,0.809227,30,0.7471188127961511,2.481874974446426,231
5149,17,0.8,41,3.0,1.085576,5.900345,1.088372,0.873588,5.655808,0.875823,30,0.752494657868784,2.4997331452269673,231
237,17,0.8,32,3.0,1.268638,6.485446,1.272103,0.819698,5.672644,0.821913,30,0.7537855292571268,2.5040213271587892,231
206,17,0.8,1,3.0,1.278171,7.400264,1.280546,0.837915,5.826807,0.840159,30,0.7654306332912573,2.5427055254176536,231
5169,17,0.8,61,3.0,1.284093,6.490119,1.286536,0.925251,5.830342,0.927495,30,0.7656940306349109,2.5435805124536555,231
5189,17,0.8,81,3.0,1.263087,6.439342,1.265407,0.886662,5.933931,0.888809,30,0.7733424920156267,2.568988151196916,231
8192,23,0.8,87,3.0,4.375271,29.620584,4.378644,0.862857,6.069589,0.865896,54,0.7831592839788344,2.60159882822116,423
6130,19,0.8,63,3.0,1.925571,11.086071,1.928256,0.861848,6.076783,0.86419,37,0.7836737281055479,2.6033077746189393,289
5173,17,0.8,65,3.0,1.657905,7.174329,1.660321,1.019202,6.131396,1.021593,30,0.7875593662105774,2.616215585006602,231
5201,17,0.8,93,3.0,1.385348,7.208192,1.387877,0.899721,6.167624,0.902302,30,0.7901178897344369,2.6247148161819407,231
5150,17,0.8,42,3.0,1.610606,6.90099,1.613585,0.962621,6.218174,0.964813,30,0.7936628705187783,2.6364909874452804,231
261,19,0.8,15,3.0,1.373887,6.958904,1.376635,1.066773,6.260605,1.069309,37,0.7966163037321027,2.646302080212996,289
5186,17,0.8,78,3.0,1.108129,6.666651,1.110592,0.943293,6.2837,0.9455,30,0.7982154425272814,2.6516143043043248,231
5185,17,0.8,77,3.0,1.067991,6.547123,1.07093,1.009536,6.339996,1.011686,30,0.8020889838788186,2.664481930146704,231
6136,19,0.8,69,3.0,1.384594,7.342423,1.387328,0.98545,6.387608,0.987817,37,0.8053382561419903,2.6752757789656725,289
6123,19,0.8,56,3.0,1.517111,7.355541,1.519789,0.957654,6.418078,0.960006,37,0.8074049908466999,2.682141323045926,289
6158,19,0.8,91,3.0,1.751809,8.855779,1.754641,0.983131,6.553561,0.985488,37,0.8164773461609319,2.712279035051074,289
218,17,0.8,13,3.0,1.12133,6.234774,1.123667,1.123563,6.589562,1.125757,30,0.8188565485386518,2.7201825742730446,231
5159,17,0.8,51,3.0,1.802255,8.12771,1.804613,0.955339,6.613203,0.957543,30,0.8204118540856085,2.725349187465614,231
211,17,0.8,6,3.0,1.209292,6.200126,1.211972,0.997567,6.669004,0.999746,30,0.8240609779040942,2.737471314399964,231
6164,19,0.8,97,3.0,1.515472,8.194845,1.518016,1.006576,6.69565,1.008865,37,0.8257927438141454,2.7432241162303317,289
5172,17,0.8,64,3.0,1.378831,7.374045,1.381177,1.018932,6.919878,1.02115,30,0.8400984377524439,2.790746602840825,231
6126,19,0.8,59,3.0,1.684163,8.638941,1.687243,1.033815,6.949052,1.036175,37,0.8419255615324603,2.7968161766584987,289
5164,17,0.8,56,3.0,2.02191,10.697241,2.024719,1.020622,6.963129,1.022793,30,0.8428044410565522,2.7997357512416006,231
5151,17,0.8,43,3.0,1.62397,8.465612,1.626324,1.017899,7.074192,1.020001,30,0.849676842785624,2.822565375624757,231
6155,19,0.8,88,3.0,1.287047,7.776694,1.289742,1.065189,7.143654,1.067554,37,0.8539204115118291,2.836662205798923,289
5162,17,0.8,54,3.0,1.823457,8.273338,1.825897,1.061579,7.203329,1.063977,30,0.8575332509035158,2.848663798476483,231
285,19,0.8,39,3.0,1.593396,9.063082,1.59612,1.149331,7.340751,1.151686,37,0.865740492950347,2.8759276664133924,289
279,19,0.8,33,3.0,1.406379,8.328869,1.409901,1.228628,7.344384,1.231009,37,0.8659553758077322,2.8766414918144494,289
5158,17,0.8,50,3.0,1.552596,7.961184,1.55506,1.253816,7.419704,1.25625,30,0.8703865799783795,2.891361633443105,231
7123,21,0.8,18,3.0,17.515938,122.712743,17.518936,1.104596,7.569664,1.107278,44,0.8790766025932744,2.9202292637127307,353
262,19,0.8,16,3.0,1.371107,8.226301,1.374403,1.151686,7.584653,1.154082,37,0.8799357164830056,2.9230831782797373,289
207,17,0.8,2,3.0,1.016294,6.524412,1.018665,1.125708,7.756181,1.127874,30,0.8896479353195118,2.9553464708964214,231
216,17,0.8,11,3.0,1.50924,9.200592,1.51162,1.12708,7.918199,1.129171,30,0.8986264122325384,2.9851723256031018,231
230,17,0.8,25,3.0,1.500078,8.346577,1.503532,1.240448,8.008651,1.243066,30,0.9035593684443431,3.001559251433945,231
6143,19,0.8,76,3.0,1.83821,10.583895,1.841567,1.139751,8.012888,1.142065,37,0.9037890724400356,3.002322311590744,289
5176,17,0.8,68,3.0,1.616627,8.982088,1.621897,1.152558,8.173694,1.154799,30,0.9124183749220609,3.030988233945065,231
6142,19,0.8,75,3.0,1.404557,8.413468,1.407211,1.38316,8.286442,1.385493,37,0.9183680949098216,3.05075277592912,289
5156,17,0.8,48,3.0,1.637264,8.904692,1.640065,1.212002,8.301321,1.214188,30,0.9191472077207872,3.053340932664953,231
7145,21,0.8,40,3.0,7.604326,54.790781,7.607584,1.208041,8.416296,1.210814,44,0.925121001156866,3.0731854449133174,353
236,17,0.8,31,3.0,1.41763,8.412775,1.420173,1.255249,8.419986,1.257416,30,0.9253113693942099,3.073817834509324,231
275,19,0.8,29,3.0,2.022088,10.082945,2.024741,1.34006,8.442766,1.342433,37,0.9264847525188592,3.077715728877163,289
5154,17,0.8,46,3.0,1.622334,9.582822,1.624901,1.21906,8.737295,1.221325,30,0.9413769991785474,3.1271867014519743,231
5195,17,0.8,87,3.0,1.486336,9.033941,1.48866,1.260598,8.763457,1.262777,30,0.942675460033179,3.1315000950450864,231
7137,21,0.8,32,3.0,15.08517,105.364196,15.088053,1.367778,8.803179,1.370416,44,0.9446395327005248,3.138024603219143,353
6116,19,0.8,49,3.0,2.045704,11.216124,2.048798,1.320056,8.818977,1.322535,37,0.9454182099592137,3.1406113130816307,289
6152,19,0.8,85,3.0,1.820648,9.533438,1.823309,1.297483,8.925792,1.299878,37,0.950646762147715,3.1579801874921984,289
6153,19,0.8,86,3.0,1.781771,10.68055,1.784444,1.332142,8.982489,1.334547,37,0.9533966940378642,3.167115263497112,289
240,17,0.8,35,3.0,1.524749,9.043645,1.527394,1.389531,9.119584,1.391753,30,0.9599750279528612,3.1889680157468905,231
6128,19,0.8,61,3.0,1.691984,10.252529,1.694657,1.304408,9.179887,1.306727,37,0.9628373352776586,3.1984763948653367,289
227,17,0.8,22,3.0,1.583826,9.560269,1.586855,1.348821,9.203715,1.35103,30,0.9639631619475294,3.202216310109954,231
266,19,0.8,20,3.0,2.154635,12.750288,2.15752,1.358384,9.264161,1.360798,37,0.9668060939658316,3.211660325853407,289
250,19,0.8,4,3.0,1.787383,10.688172,1.790284,1.397828,9.343187,1.400376,37,0.9704950411579776,3.2239147431715525,289
6141,19,0.8,74,3.0,2.758409,16.67368,2.761052,1.384138,9.350761,1.386503,37,0.9708469568245794,3.2250837817114686,289
252,19,0.8,6,3.0,1.67883,10.404208,1.682524,1.444523,9.392653,1.446844,37,0.9727882781580508,3.231532711590331,289
267,19,0.8,21,3.0,1.833269,10.966075,1.835963,1.362033,9.456066,1.364409,37,0.9757104947698129,3.2412401050522903,289
6135,19,0.8,68,3.0,1.635061,10.632785,1.637632,1.33752,9.485397,1.339926,37,0.9770555124836329,3.24570815718395,289
6117,19,0.8,50,3.0,1.94778,12.635788,1.950476,1.382486,9.493345,1.38477,37,0.9774192639634683,3.2469165134443725,289
229,17,0.8,24,3.0,1.987042,10.800408,1.991066,1.459157,9.592963,1.461524,30,0.9819527694020261,3.261976492529042,231
254,19,0.8,8,3.0,1.810201,9.977672,1.813098,1.398735,9.620877,1.401159,37,0.9832146623601141,3.266168410199255,289
6149,19,0.8,82,3.0,1.563811,10.881463,1.566415,1.384458,9.65323,1.386801,37,0.984672653910075,3.2710117532911784,289
243,17,0.8,38,3.0,1.584654,10.001192,1.587642,1.386108,9.73616,1.388281,30,0.9883877022953591,3.2833528768961195,231
6159,19,0.8,92,3.0,1.692273,10.266902,1.694891,1.423154,9.761462,1.425516,37,0.9895148679722201,3.287097240225677,289
274,19,0.8,28,3.0,1.482203,9.748773,1.486863,1.39439,9.761855,1.396766,37,0.9895323524735896,3.2871553224820014,289
6113,19,0.8,46,3.0,1.638078,10.203862,1.640702,1.407992,9.777112,1.410382,37,0.9902105901979368,3.2894083794335227,289
269,19,0.8,23,3.0,1.720729,10.758362,1.72345,1.464671,9.807739,1.467088,37,0.9915689000405725,3.2939205870613364,289
7202,21,0.8,97,3.0,2.347339,15.409494,2.350259,1.460806,9.830068,1.463428,45,0.992556522096899,3.2972013965173783,353
5196,17,0.8,88,3.0,2.087155,11.818421,2.089452,1.384549,9.832089,1.38672,30,0.9926458011267651,3.2974979750349744,231
6166,19,0.8,99,3.0,2.262761,12.8084,2.265405,1.425917,9.860583,1.428312,37,0.9939025930545837,3.301672947449423,289
7160,21,0.8,55,3.0,18.025067,126.624493,18.028071,1.393693,9.86147,1.396426,44,0.9939416578726032,3.3018027179659235,353
247,19,0.8,1,3.0,3.041492,21.382541,3.044344,1.442347,9.930289,1.444719,36,0.9969618878990957,3.311835704943951,289
6154,19,0.8,87,3.0,2.196899,15.140441,2.199578,1.421181,9.995979,1.423542,36,0.9998253350700887,3.3213478705494985,289
7139,21,0.8,34,3.0,13.452334,94.449189,13.455389,1.521815,10.299194,1.524426,44,1.0128032387780925,3.364459533489859,353
6144,19,0.8,77,3.0,1.883341,11.154829,1.885992,1.514615,10.321482,1.518591,37,1.0137420595211222,3.3675782284921927,289
273,19,0.8,27,3.0,1.86545,11.881549,1.868418,1.587498,10.391608,1.589936,37,1.0166827555930804,3.377347009392156,289
223,17,0.8,18,3.0,1.391656,9.281072,1.394013,1.531692,10.44783,1.533916,30,1.019026097443386,3.3851314225206113,231
6134,19,0.8,67,3.0,2.291064,12.939871,2.294064,1.599834,10.505091,1.602275,37,1.0213998188197133,3.393016754250067,289
6162,19,0.8,95,3.0,1.664233,11.516507,1.66692,1.510511,10.681104,1.512973,37,1.0286161437345407,3.416988866726468,289
6129,19,0.8,62,3.0,2.269117,13.084822,2.27183,1.511534,10.73409,1.513897,37,1.0307652323092718,3.4241279844412684,289
270,19,0.8,24,3.0,2.254316,12.922224,2.25737,1.931079,10.84734,1.935181,37,1.035323252935421,3.43926940121635,289
6160,19,0.8,93,3.0,1.841034,11.485422,1.843614,1.580856,10.89774,1.583182,37,1.0373364422254332,3.4459570712791674,289
6111,19,0.8,44,3.0,1.630894,9.017298,1.633597,1.648038,10.984498,1.650482,37,1.0407802141184694,3.457397033883028,289
7150,21,0.8,45,3.0,22.448315,163.131655,22.451342,1.632037,11.018919,1.634715,44,1.0421389905808534,3.461910791588093,353
283,19,0.8,37,3.0,2.383111,15.015379,2.385715,1.653453,11.167126,1.655802,37,1.0479414163615954,3.4811860328076385,289
5191,17,0.8,83,3.0,2.111015,11.792547,2.113464,1.672033,11.350658,1.674489,30,1.055021038400153,3.5047040281587076,231
7163,21,0.8,58,3.0,2.24306,14.472147,2.246033,1.667787,11.520793,1.670386,45,1.0614823735030916,3.526168118767641,353
246,19,0.8,0,3.0,2.132132,10.655755,2.140552,1.674168,11.595627,1.676585,37,1.0642942368272215,3.5355089265430513,289
7187,21,0.8,82,3.0,5.43036,39.090782,5.433346,1.725851,11.661026,1.728546,44,1.0667367636764533,3.543622825106031,353
278,19,0.8,32,3.0,2.350614,13.070329,2.353366,1.681755,11.687375,1.684049,37,1.067716978994966,3.5468790299116377,289
258,19,0.8,12,3.0,3.221674,21.171801,3.225013,1.691426,12.019403,1.693835,37,1.079882896930896,3.587293334503097,289
7159,21,0.8,54,3.0,14.169327,98.252504,14.172254,1.711505,12.11905,1.714183,44,1.0834685772619308,3.5992047067340467,353
7154,21,0.8,49,3.0,4.542047,29.744507,4.548738,1.767038,12.158483,1.769606,44,1.0848793918916717,3.603891331489261,353
7177,21,0.8,72,3.0,17.228443,115.067257,17.231469,1.751839,12.167906,1.754617,44,1.0852158460285888,3.6050090079393273,353
6150,19,0.8,83,3.0,2.3126,13.654721,2.315317,1.797105,12.616877,1.799493,37,1.1009518692097935,3.6572829454467697,289
7112,21,0.8,7,3.0,3.37373,22.992059,3.376695,1.871932,12.71441,1.874666,44,1.1042962119604598,3.668392611589141,353
7200,21,0.8,95,3.0,17.774662,127.354757,17.777747,2.016375,12.78808,2.019101,44,1.1068053444787462,3.6767277693954323,353
7178,21,0.8,73,3.0,19.215511,138.443746,19.218409,1.863886,12.876574,1.866512,44,1.1098003280226107,3.686676889373521,353
6109,19,0.8,42,3.0,2.157149,12.76949,2.16134,1.845628,12.882032,1.847993,37,1.1099843736435346,3.687288275692409,289
264,19,0.8,18,3.0,2.432099,14.199408,2.434828,1.963186,13.249274,1.9656,37,1.1221920815609665,3.727841403597505,289
7147,21,0.8,42,3.0,7.133669,49.650437,7.136774,2.038624,13.379833,2.041325,44,1.1264506928315727,3.741988204022536,353
7197,21,0.8,92,3.0,2.052964,13.656427,2.057145,1.849931,13.492916,1.852621,45,1.130105816673837,3.7541302626044457,353
7173,21,0.8,68,3.0,5.241161,34.545001,5.244284,1.954357,13.510383,1.957127,44,1.1306676608228352,3.7559966684679513,353
248,19,0.8,2,3.0,2.205599,14.033478,2.208609,1.911999,13.51894,1.914591,37,1.130942640555461,3.756910131367286,289
7192,21,0.8,87,3.0,15.005275,107.929342,15.008397,2.007702,13.973853,2.01062,44,1.1453161703177352,3.804657963707284,353
6125,19,0.8,58,3.0,2.545783,15.062248,2.549233,1.953373,14.028425,1.955694,37,1.1470089146345341,3.810281138610719,289
263,19,0.8,17,3.0,1.949729,13.861584,1.952467,1.969112,14.069421,1.971601,37,1.1482762252471796,3.814491053339815,289
8145,23,0.8,40,3.0,48.626383,368.359584,48.629891,2.053566,14.115761,2.056687,52,1.1497042965241542,3.8192350034362987,423
280,19,0.8,34,3.0,2.451456,14.496747,2.454289,2.151848,14.224616,2.154296,37,1.1530405512476336,3.8303178017339254,289
7138,21,0.8,33,3.0,19.103979,137.690962,19.106941,2.121462,14.286036,2.124131,44,1.154911740187351,3.836533756843615,353
8129,23,0.8,24,3.0,22.801632,169.268577,22.804955,2.093306,14.481466,2.096393,52,1.1608125289525049,3.8561357528245757,423
7134,21,0.8,29,3.0,17.250131,121.251117,17.252996,2.078487,14.578875,2.081143,44,1.1637240123123607,3.8658074911954774,353
7199,21,0.8,94,3.0,2.600677,18.573885,2.603695,2.076096,14.738885,2.078801,45,1.168464630289435,3.881555483240649,353
276,19,0.8,30,3.0,2.695842,15.839633,2.699956,2.197718,14.916072,2.200036,37,1.1736544710373005,3.8987957610289747,289
7140,21,0.8,35,3.0,16.007009,114.5893,16.00997,2.04502,14.948402,2.047741,44,1.1745947686018823,3.901919361926313,353
259,19,0.8,13,3.0,2.431512,15.806523,2.43434,2.079184,14.985407,2.08155,37,1.1756685427740734,3.9054863625164793,289
7158,21,0.8,53,3.0,18.462052,124.520559,18.465015,2.190254,15.152945,2.19293,44,1.1804970468946627,3.921526306010944,353
7171,21,0.8,66,3.0,20.281465,142.843454,20.284423,2.210048,15.354877,2.212706,44,1.1862463418839249,3.940625050561569,353
7152,21,0.8,47,3.0,14.124188,96.912131,14.127106,2.185032,15.36453,2.187657,44,1.18651927975488,3.9415317305432542,353
6146,19,0.8,79,3.0,2.206382,15.523639,2.20906,2.159256,15.537236,2.161602,37,1.1913737624241318,3.9576579729083856,289
7204,21,0.8,99,3.0,3.13783,22.683607,3.140886,2.12332,15.580282,2.125943,45,1.1925753140512787,3.961649441016062,353
7141,21,0.8,36,3.0,16.741416,117.845706,16.744364,2.348465,15.745208,2.351136,44,1.1971484022006076,3.976840911019714,353
7148,21,0.8,43,3.0,7.69146,51.334455,7.694495,2.247006,15.978382,2.249586,44,1.203532799755928,3.998049420627663,353
6133,19,0.8,66,3.0,2.535879,16.845647,2.538506,2.212479,16.316836,2.214825,37,1.2126359484767366,4.028289426115255,289
7194,21,0.8,89,3.0,18.767145,131.255756,18.770293,2.415262,17.008566,2.417937,44,1.2306676995890726,4.088189606735341,353
7185,21,0.8,80,3.0,3.021097,19.71498,3.02404,2.524005,17.710303,2.52696,45,1.24822599146124,4.146516989803725,353
7130,21,0.8,25,3.0,18.798137,133.337795,18.801009,2.621077,17.942375,2.623709,44,1.2538799292948042,4.16529896473979,353
7108,21,0.8,3,3.0,19.248941,137.777278,19.251924,2.52621,18.319658,2.528926,44,1.2629173617936655,4.195320665663405,353
8202,23,0.8,97,3.0,32.261726,239.08415,32.265038,2.548115,18.54409,2.551139,53,1.2682055263852954,4.2128875681907285,423
6110,19,0.8,43,3.0,2.303922,13.688087,2.306739,2.569204,18.902729,2.571759,37,1.2765245080930152,4.240522627246458,289
7193,21,0.8,88,3.0,18.17461,128.932921,18.177824,2.670864,19.327482,2.673676,44,1.2861752774772413,4.272581789201197,353
6114,19,0.8,47,3.0,3.002174,19.717552,3.004912,2.972962,19.687155,2.975412,37,1.2941829605732145,4.299182736652664,289
255,19,0.8,9,3.0,2.746494,20.010032,2.749155,2.670107,19.780896,2.675032,37,1.29624595960912,4.306035871109765,289
7181,21,0.8,76,3.0,3.212856,21.681197,3.215831,2.816831,19.801624,2.819471,45,1.2967008097219355,4.307546850478489,353
8118,23,0.8,13,3.0,26.000171,192.732986,26.003438,2.823313,20.932543,2.826233,53,1.3208219920166522,4.387675683625208,423
8195,23,0.8,90,3.0,88.732913,648.872219,88.736238,3.080601,21.432594,3.083755,52,1.331074737150517,4.421734565735114,423
7183,21,0.8,78,3.0,17.951859,127.110417,17.9549,3.06969,21.990075,3.072397,44,1.3422267105809176,4.458780619586999,353
7172,21,0.8,67,3.0,3.080725,19.808762,3.083759,3.009024,22.026171,3.011733,45,1.3429390065424078,4.461146815553349,353
8186,23,0.8,81,3.0,37.150417,270.261723,37.153822,3.249834,22.172535,3.252861,53,1.3458153491169167,4.47070181876213,423
8168,23,0.8,63,3.0,31.224309,226.546319,31.227636,3.188582,22.387374,3.191567,53,1.3500031545797586,4.484613407385067,423
8191,23,0.8,86,3.0,31.157799,230.419625,31.161059,3.12774,22.557998,3.130729,53,1.3533005538160308,4.4955671305481,423
7170,21,0.8,65,3.0,23.495633,162.918492,23.498637,3.216587,23.029004,3.219279,44,1.3622751552174726,4.525380111083964,353
7144,21,0.8,39,3.0,2.470504,15.196512,2.473548,3.320257,23.063015,3.322931,45,1.3629160814613346,4.527509221980201,353
8165,23,0.8,60,3.0,43.616099,305.974336,43.619536,3.294301,23.379396,3.297402,52,1.3688332870971882,4.547165753625168,423
8111,23,0.8,6,3.0,26.821519,191.287183,26.82482,3.195452,23.467179,3.198547,53,1.3704608860038718,4.5525725201604885,423
8189,23,0.8,84,3.0,79.072172,591.412852,79.075481,3.338899,23.757367,3.341995,52,1.3757983066486037,4.5703030477544555,423
7188,21,0.8,83,3.0,9.287053,64.611588,9.29011,3.40546,24.507811,3.40823,44,1.3893045224688938,4.615169725543489,353
8205,23,0.8,100,3.0,82.644662,637.959893,82.648025,3.348109,24.609979,3.351125,52,1.3911112431140982,4.621171521614407,423
8166,23,0.8,61,3.0,95.659269,735.605864,95.66249,3.399176,25.189466,3.402153,52,1.4012189608402519,4.6547486331041075,423
8201,23,0.8,96,3.0,31.351784,230.269819,31.355271,3.466735,25.231467,3.469769,53,1.4019425018645135,4.657152184360406,423
9112,25,0.8,7,3.0,123.788742,957.34917,123.792352,3.628318,25.243077,3.632101,62,1.4021422920408773,4.657815872960351,500
8175,23,0.8,70,3.0,47.560247,358.533588,47.563778,3.387515,25.252009,3.390419,52,1.4022959354410616,4.658326265288017,423
7142,21,0.8,37,3.0,4.121856,29.730829,4.124922,3.439282,25.648788,3.442003,45,1.4090668479137916,4.680818749659203,353
9199,25,0.8,94,3.0,100.722707,780.967221,100.726289,3.464201,25.775612,3.467842,62,1.4112089856943533,4.6879347773355695,500
7113,21,0.8,8,3.0,16.621362,113.588776,16.624449,3.458549,25.897397,3.461239,45,1.4132561144539415,4.694735191875898,353
8162,23,0.8,57,3.0,93.775266,713.3237,93.778532,3.640784,26.373447,3.643906,52,1.4211668956351227,4.72101423813417,423
8105,23,0.8,0,3.0,47.130259,345.230788,47.133615,3.676792,26.551285,3.679838,53,1.4240855444346117,4.730709779580302,423
8163,23,0.8,58,3.0,27.211627,189.696912,27.215006,3.805023,26.813606,3.808065,53,1.4283552235536237,4.744893346601901,423
251,19,0.8,5,3.0,3.605646,24.563055,3.608511,3.637775,27.067913,3.640164,37,1.4324547719314016,4.758511751534392,289
7162,21,0.8,57,3.0,4.408997,30.816185,4.411895,3.897032,28.833988,3.900902,45,1.4599047133772831,4.8496984832264785,353
9165,25,0.8,60,3.0,81.455183,628.304736,81.466079,4.047189,28.88692,4.050835,62,1.4607012386835048,4.852344483019506,500
8193,23,0.8,88,3.0,31.639051,234.040323,31.642343,4.336412,29.342338,4.339735,53,1.467494715507428,4.874911924542862,423
6132,19,0.8,65,3.0,2.903143,18.978002,2.905854,3.947023,29.584082,3.949423,37,1.4710580975772045,4.88674922355327,289
7135,21,0.8,30,3.0,3.044535,18.627814,3.047619,3.951109,29.638766,3.953812,45,1.4718601179797965,4.889413477661313,353
7149,21,0.8,44,3.0,5.010784,35.036742,5.0139,4.097138,30.091399,4.099837,45,1.4784423792939623,4.911279276448731,353
9167,25,0.8,62,3.0,71.883188,551.195854,71.886666,4.271786,31.598554,4.275322,62,1.4996672090681027,4.98178663478465,500
9159,25,0.8,54,3.0,185.291652,1452.815105,185.295148,4.290044,32.051569,4.293668,62,1.50584929411579,5.002323076789546,500
7167,21,0.8,62,3.0,5.833104,40.087166,5.837244,4.38743,32.122675,4.390104,45,1.5068117037724647,5.0055201324668435,353
9106,25,0.8,1,3.0,667.774794,5115.89089,667.778405,4.48458,32.46739,4.48829,61,1.511447377811188,5.02091950829482,500
9195,25,0.8,90,3.0,124.962258,966.748706,124.965787,4.540861,33.222155,4.544717,62,1.5214278001278225,5.054073753587288,500
9198,25,0.8,93,3.0,283.696418,2233.753147,283.69995,4.757756,35.170043,4.761436,62,1.546172899299351,5.136275193735963,500
7155,21,0.8,50,3.0,18.43982,124.666269,18.442718,4.840247,36.402993,4.842911,44,1.561137092164091,5.1859851664306555,353
9190,25,0.8,85,3.0,282.324035,2131.253979,282.327605,5.254158,39.457156,5.25776,62,1.5961257788883327,5.302215067863126,500
8146,23,0.8,41,3.0,52.493459,386.042993,52.496823,5.524411,39.879092,5.52749,52,1.6007452613778614,5.317560656528932,423
8161,23,0.8,56,3.0,29.644811,213.153355,29.648057,5.496884,41.15171,5.499823,53,1.6143878864045245,5.362880475893017,423
7153,21,0.8,48,3.0,7.143266,44.584016,7.147411,5.984065,42.880777,5.986731,45,1.6322626461752723,5.422259142564827,353
9170,25,0.8,65,3.0,93.264837,722.545666,93.268358,5.853586,43.133507,5.857125,62,1.6348147701985645,5.430737115059438,500
271,19,0.8,25,3.0,2.460883,12.727382,2.46467,7.341967,44.209355,7.344332,37,1.6455141787379426,5.466279780885077,289
7109,21,0.8,4,3.0,7.090365,46.485178,7.093744,6.47698,44.891102,6.47973,45,1.6521602667214277,5.488357607278509,353
7189,21,0.8,84,3.0,7.395913,51.239044,7.398779,6.449934,45.460243,6.452562,45,1.6576317528424727,5.506533490744794,353
7121,21,0.8,16,3.0,6.487002,45.767126,6.489877,6.3784,45.582093,6.380987,45,1.658794262868961,5.510395265462374,353
8127,23,0.8,22,3.0,93.09223,684.318861,93.096158,6.541851,48.181493,6.545071,52,1.6828802533546319,5.590407193949914,423
8198,23,0.8,93,3.0,35.664991,267.220706,35.668324,6.4445,48.535753,6.447614,53,1.6860617718031012,5.600975969468286,423
7156,21,0.8,51,3.0,4.683727,30.832212,4.686757,6.667679,48.744051,6.670377,45,1.6879216195109432,5.607154249821178,353
9114,25,0.8,9,3.0,48.561923,366.196781,48.566181,6.869348,52.219296,6.873132,63,1.7178310125390857,5.706511102822393,500
7114,21,0.8,9,3.0,10.401632,72.740372,10.404547,7.913588,56.241166,7.916261,45,1.7500543159612094,5.813554599770427,353
7146,21,0.8,41,3.0,21.264307,152.202406,21.26736,11.113518,73.440221,11.116182,44,1.8659339750959105,6.198498495075961,353
7125,21,0.8,20,3.0,13.419558,95.527467,13.422624,11.070339,79.943538,11.072969,45,1.9027833645880325,6.320909517309288,353
7179,21,0.8,74,3.0,16.099392,107.632789,16.102374,12.254717,82.509503,12.257442,45,1.9165039711291227,6.366488385657031,353
7106,21,0.8,1,3.0,5.785269,38.572291,5.788285,11.942025,82.711407,11.944959,44,1.9175654086520437,6.37001440478539,353
8203,23,0.8,98,3.0,22.974316,169.163193,22.977673,12.066184,86.668022,12.069177,53,1.9378588848956018,6.437427873661795,423
334,29,0.8,9,3.0,17941.573184,122083.41626,17941.578351,14.50479,90.028065,14.509526,82,1.95437791582425,6.492302906603984,673
7133,21,0.8,28,3.0,2.918776,20.640841,2.921789,12.819508,90.293416,12.822299,45,1.9556560836566204,6.496548888236317,353
8158,23,0.8,53,3.0,39.777292,289.296561,39.780607,12.29188,90.299631,12.294951,52,1.955685975618143,6.49664818718311,423
7105,21,0.8,0,3.0,17.176766,116.47783,17.179879,12.867483,91.133853,12.870172,45,1.959679731968494,6.509915158607476,353
8196,23,0.8,91,3.0,82.239774,610.125861,82.243186,14.363437,100.582394,14.366483,52,2.002521968216867,6.652233986848748,423
7129,21,0.8,24,3.0,6.289272,42.686808,6.292457,14.09545,101.17031,14.098187,45,2.0050530807351556,6.660642160634572,353
7196,21,0.8,91,3.0,5.543072,37.624345,5.546197,14.542552,101.52236,14.545324,45,2.0065617048615136,6.665653701504546,353
7136,21,0.8,31,3.0,17.067065,118.886993,17.070026,14.660181,102.569072,14.662863,44,2.011016426227943,6.680451965566582,353
7122,21,0.8,17,3.0,3.985437,26.712351,3.988333,15.221292,104.022953,15.223898,45,2.0171291783505754,6.700758088579838,353
8177,23,0.8,72,3.0,38.900861,284.875624,38.904149,15.046208,104.214386,15.049256,53,2.0179276741378724,6.703410634169309,423
7151,21,0.8,46,3.0,15.675307,105.715521,15.678195,14.922872,104.491013,14.925467,44,2.019078939515516,6.707235054971974,353
7126,21,0.8,21,3.0,15.421796,106.009157,15.425043,15.278126,105.293044,15.280802,45,2.0223996812310623,6.718266320172711,353
